symbol,log2FoldChange,padj,baseMean,tissue_type,cancer_type
UACA,1.217,0.009198,3736.55,tumor,comprehensive
USP7,0.092,0.011621,3108.4,tumor,comprehensive
AKT3,-0.496,0.055526,2254.19,tumor,comprehensive
CREB1,-0.071,0.038161,2124.27,tumor,comprehensive
PLCG2,0.087,0.088867,2887.72,tumor,comprehensive
TIMELESS,-0.769,0.052661,2060.53,tumor,comprehensive
FEN1,-0.255,0.089016,2836.96,tumor,comprehensive
TNIP3,-0.286,0.097697,1366.91,tumor,comprehensive
PPP3R1,-0.105,0.026203,2068.56,tumor,comprehensive
TP53I3,0.14,0.032902,2404.55,tumor,comprehensive
ALB,0.009,0.065602,3738.76,tumor,comprehensive
PAPPA2,-1.737,0.000732,1621.29,tumor,comprehensive
PMAIP1,0.382,0.051578,4294.46,tumor,comprehensive
PIK3CG,0.521,0.068281,4440.24,tumor,comprehensive
CDK6,0.285,0.06785,715.76,tumor,comprehensive
MET,-0.295,0.031008,2634.88,tumor,comprehensive
GNG5,-0.697,0.020004,2388.2,tumor,comprehensive
OTUB1,0.156,0.09187,866.91,tumor,comprehensive
ELL,-1.083,0.003828,4164.05,tumor,comprehensive
GPC3,0.081,0.053721,3606.89,tumor,comprehensive
FGFR4,0.004,0.09768,4419.0,tumor,comprehensive
RIPK1,-0.353,0.025893,2289.17,tumor,comprehensive
MELTF,-1.667,6.1e-05,2004.88,tumor,comprehensive
FN1,-0.826,0.057436,1945.39,tumor,comprehensive
APOB,0.701,0.045099,2772.61,tumor,comprehensive
AMER1,-0.642,0.042887,1485.38,tumor,comprehensive
APOE,0.605,0.064785,4188.53,tumor,comprehensive
ITIH2,-0.46,0.070708,2261.91,tumor,comprehensive
SLC25A5,0.425,0.069903,246.4,tumor,comprehensive
H2AC14,-1.032,0.001345,3419.13,tumor,comprehensive
TFPT,0.044,0.049063,4933.14,tumor,comprehensive
PIK3AP1,0.546,0.086719,944.91,tumor,comprehensive
SUMO3,-0.026,0.081938,2780.11,tumor,comprehensive
PSMB2,0.104,0.060194,1023.21,tumor,comprehensive
OTUB2,1.171,0.008786,2004.93,tumor,comprehensive
EML4,-0.36,0.024334,4034.6,tumor,comprehensive
ADCY2,0.273,0.081289,1225.66,tumor,comprehensive
MPG,-0.274,0.038925,1469.01,tumor,comprehensive
NCOR2,-1.45,0.005203,2332.05,tumor,comprehensive
HDAC3,-1.648,0.000254,3623.84,tumor,comprehensive
HDAC2,-0.419,0.077481,4462.75,tumor,comprehensive
COL6A1,0.803,0.049558,2167.88,tumor,comprehensive
TGFBR2,0.337,0.069944,3037.81,tumor,comprehensive
COPS7B,-0.158,0.063724,4437.4,tumor,comprehensive
RNF213,-0.425,0.069387,2147.54,tumor,comprehensive
NUP153,0.3,0.096261,3636.38,tumor,comprehensive
FOS,-0.136,0.060851,2791.83,tumor,comprehensive
IGF2BP3,-0.014,0.039166,3068.23,tumor,comprehensive
NDUFS8,1.614,0.000393,399.35,tumor,comprehensive
KCNA7,1.683,0.000219,496.3,tumor,comprehensive
AKR7A3,1.531,0.000276,2296.07,tumor,comprehensive
PLK2,1.794,0.000935,1157.05,tumor,comprehensive
CTNNA3,1.002,0.003105,201.71,tumor,comprehensive
GART,0.651,0.033722,2516.5,tumor,comprehensive
GLYATL1,0.949,0.025328,1702.02,tumor,comprehensive
ATP1A2,1.795,0.000601,304.07,tumor,comprehensive
MAP3K6,1.178,0.002576,4786.98,tumor,comprehensive
MAFB,1.788,0.000555,127.93,tumor,comprehensive
WDR5,1.549,9.7e-05,552.05,tumor,comprehensive
PSMA6,1.529,0.000179,1147.17,tumor,comprehensive
MYH14,0.674,0.050934,3596.91,tumor,comprehensive
FBP1,1.276,0.006402,1881.21,tumor,comprehensive
PNPO,1.026,0.005028,637.18,tumor,comprehensive
TSPEAR,0.787,0.013236,3421.79,tumor,comprehensive
UGT2B17,0.861,0.03834,299.74,tumor,comprehensive
CTSA,0.706,0.07445,740.31,tumor,comprehensive
FBXW12,0.805,0.086464,3805.96,tumor,comprehensive
XDH,1.553,0.000362,2835.14,tumor,comprehensive
HLA-A,1.415,0.006055,1770.79,tumor,comprehensive
SERPINA6,0.949,0.06844,4019.9,tumor,comprehensive
SCN4A,1.277,0.007842,273.62,tumor,comprehensive
CES2,0.477,0.072722,3621.08,tumor,comprehensive
PTPN1,1.622,0.000186,3595.88,tumor,comprehensive
DYRK1B,1.519,0.000559,4054.62,tumor,comprehensive
SIK1,1.372,0.008764,3518.17,tumor,comprehensive
BRPF3,1.096,0.002527,3558.97,tumor,comprehensive
TPSAB1,1.165,0.00218,711.39,tumor,comprehensive
RGS17,1.783,0.00058,1560.69,tumor,comprehensive
ODC1,1.55,0.000968,2620.44,tumor,comprehensive
AGBL4,1.042,0.004548,4548.25,tumor,comprehensive
PDLIM5,0.281,0.052712,4170.71,tumor,comprehensive
RDH14,1.267,0.002987,1861.68,tumor,comprehensive
HGS,1.478,0.002766,675.92,tumor,comprehensive
KCNQ1,1.616,0.000781,3515.02,tumor,comprehensive
SH2D5,1.635,8.2e-05,2177.32,tumor,comprehensive
CD40,0.787,0.085255,2794.33,tumor,comprehensive
TYMP,1.224,0.002255,3728.6,tumor,comprehensive
UMOD,1.168,0.007579,2101.52,tumor,comprehensive
KDM4B,1.53,0.000621,135.2,tumor,comprehensive
YBX1,0.324,0.096614,459.87,tumor,comprehensive
CMPK2,0.62,0.097397,2087.92,tumor,comprehensive
GPR65,1.797,0.000727,4564.98,tumor,comprehensive
ACAT1,0.996,0.022043,3919.5,tumor,comprehensive
SLCO1B1,0.98,0.036191,3569.34,tumor,comprehensive
MAFK,0.429,0.093145,2919.26,tumor,comprehensive
DGAT1,1.54,0.000985,4861.16,tumor,comprehensive
GRIK4,0.494,0.086968,3183.54,tumor,comprehensive
WNK1,1.71,0.000187,155.74,tumor,comprehensive
PSMA7,1.317,0.003562,2619.24,tumor,comprehensive
C3,1.466,0.003497,719.77,tumor,comprehensive
TMEFF2,1.293,0.005153,764.51,tumor,comprehensive
SLC7A3,1.112,0.00884,3577.55,tumor,comprehensive
TAAR6,1.361,0.005933,933.94,tumor,comprehensive
NDUFS4,0.392,0.066331,4069.37,tumor,comprehensive
SYK,1.131,0.005721,761.52,tumor,comprehensive
GLRX,1.753,0.000417,665.66,tumor,comprehensive
GSR,0.931,0.030674,2725.19,tumor,comprehensive
GP1BA,1.283,0.009588,3156.14,tumor,comprehensive
TRPM5,1.23,0.005609,3744.05,tumor,comprehensive
KCNA6,1.729,0.000396,1765.44,tumor,comprehensive
ATF2,1.431,0.009704,613.77,tumor,comprehensive
PIK3R5,1.306,0.006028,1733.6,tumor,comprehensive
HSP90AB1,1.486,0.00351,1060.64,tumor,comprehensive
MED4,0.292,0.037667,619.02,tumor,comprehensive
WNT5B,1.699,0.00067,1272.46,tumor,comprehensive
SPSB2,1.238,0.004048,4247.25,tumor,comprehensive
MCOLN3,1.282,0.002436,3379.35,tumor,comprehensive
SRD5A1,0.309,0.071457,4986.92,tumor,comprehensive
RBP3,1.431,0.005493,4553.36,tumor,comprehensive
SLC17A1,1.789,0.000302,2563.85,tumor,comprehensive
DRD5,1.623,0.000519,3699.03,tumor,comprehensive
ARG1,0.274,0.012975,1513.5,tumor,comprehensive
GOT2P1,0.591,0.095653,2956.28,tumor,comprehensive
PARS2,1.021,0.001562,4623.05,tumor,comprehensive
ACVR1,1.526,0.000985,508.52,tumor,comprehensive
GLI2,1.557,0.00029,975.27,tumor,comprehensive
SLC22A16,0.601,0.092577,2620.82,tumor,comprehensive
ITGA4,0.276,0.011311,2016.9,tumor,comprehensive
BCAR1,1.103,0.003354,3118.12,tumor,comprehensive
CXCL12,1.056,0.004261,2367.17,tumor,comprehensive
GCH1,0.434,0.08301,294.96,tumor,comprehensive
DHFR,0.901,0.038595,4561.9,tumor,comprehensive
SOD1,1.057,0.007827,3378.18,tumor,comprehensive
MMP23A,0.611,0.026706,1744.47,tumor,comprehensive
SEC22A,0.711,0.013027,2704.89,tumor,comprehensive
GSTK1,1.487,0.006383,3027.04,tumor,comprehensive
GNAI2,1.445,0.008178,2024.31,tumor,comprehensive
F10,0.946,0.082013,2621.96,tumor,comprehensive
PERP,1.073,0.003788,3665.68,tumor,comprehensive
PSEN2,1.225,0.00549,2198.68,tumor,comprehensive
TBX21,0.271,0.063298,3371.38,tumor,comprehensive
BLVRB,1.474,0.004513,3618.12,tumor,comprehensive
CNTN5,0.646,0.071731,610.14,tumor,comprehensive
CES3,1.717,0.000882,1305.33,tumor,comprehensive
RPL13,0.519,0.079684,610.61,tumor,comprehensive
NUAK2,1.684,0.00076,1220.59,tumor,comprehensive
SPOPL,0.422,0.026503,2851.74,tumor,comprehensive
MAPK3,1.728,0.00024,2186.22,tumor,comprehensive
HDC,1.043,0.001289,480.47,tumor,comprehensive
FARP2,1.578,0.000972,2619.66,tumor,comprehensive
SLC22A12,1.178,0.008876,4658.61,tumor,comprehensive
ROCK2,1.798,0.000928,3694.42,tumor,comprehensive
AADAC,1.711,0.00066,4308.11,tumor,comprehensive
CYSLTR1,1.678,0.0007,1102.99,tumor,comprehensive
RAD18,0.796,0.032978,1095.83,tumor,comprehensive
NUMA1,1.692,0.000871,1159.34,tumor,comprehensive
FAAH2,1.511,0.000737,1020.05,tumor,comprehensive
PDHA1,1.347,0.008706,2756.49,tumor,comprehensive
NR3C2,1.632,0.000838,597.72,tumor,comprehensive
HSD17B7,0.782,0.077995,4180.93,tumor,comprehensive
BMAL1,1.181,0.002814,2330.91,tumor,comprehensive
SLC5A8,0.693,0.068606,1429.96,tumor,comprehensive
IMPDH1,1.411,0.00849,4568.45,tumor,comprehensive
AURKC,1.163,0.006096,2160.07,tumor,comprehensive
MAP3K14,0.605,0.044683,3360.94,tumor,comprehensive
MAP3K7,0.593,0.019759,3845.62,tumor,comprehensive
NDC80,1.259,0.004363,1750.99,tumor,comprehensive
NDUFA4L2,0.519,0.094404,2609.57,tumor,comprehensive
PKD2,1.5,3.3e-05,3545.61,tumor,comprehensive
GSTA4,1.061,0.005969,3339.25,tumor,comprehensive
SLC1A4,0.648,0.029368,274.36,tumor,comprehensive
CBR1,1.77,0.000476,1575.52,tumor,comprehensive
DIO1,0.972,0.062793,1545.33,tumor,comprehensive
CD274,0.515,0.07339,3440.67,tumor,comprehensive
FOSB,1.483,0.004993,2317.33,tumor,comprehensive
ABCC9,0.731,0.015427,1350.32,tumor,comprehensive
ELP5,1.76,0.000848,3352.99,tumor,comprehensive
ME2,0.586,0.067577,4074.11,tumor,comprehensive
COL4A1,0.394,0.06923,2462.04,tumor,comprehensive
NDUFA4,0.755,0.06503,2467.6,tumor,comprehensive
STAT4,1.341,0.002501,471.95,tumor,comprehensive
CD40LG,1.777,1e-06,4283.17,tumor,comprehensive
HPGD,0.277,0.065778,1652.14,tumor,comprehensive
ACY1,0.574,0.022092,2360.04,tumor,comprehensive
STMN2,1.363,0.00163,2931.81,tumor,comprehensive
PLCH2,1.425,0.0085,2959.86,tumor,comprehensive
FBXL17,1.763,0.000401,1824.05,tumor,comprehensive
RALB,1.675,3.2e-05,4755.44,tumor,comprehensive
ATF4,1.619,0.000757,2751.42,tumor,comprehensive
RXRG,1.721,0.000396,4227.48,tumor,comprehensive
CREB1,0.632,0.071664,1621.33,tumor,comprehensive
CHRM3,1.516,0.000862,4415.8,tumor,comprehensive
MYBPC3,1.287,0.008885,2628.94,tumor,comprehensive
PLK1,1.692,0.000947,1146.85,tumor,comprehensive
SLC6A14,1.325,0.001575,1896.61,tumor,comprehensive
RSL24D1,1.663,0.000354,247.07,tumor,comprehensive
ZNF697,1.318,0.002823,524.69,tumor,comprehensive
KCNH2,1.731,0.000551,4662.38,tumor,comprehensive
SLC6A5,1.395,0.009063,1590.93,tumor,comprehensive
PTGIR,0.687,0.074085,1903.81,tumor,comprehensive
SLC7A9,1.239,0.006772,2754.27,tumor,comprehensive
MMP8,1.414,0.008932,3130.18,tumor,comprehensive
RYR2,1.766,0.000315,3880.08,tumor,comprehensive
PNP,1.33,0.004005,4037.83,tumor,comprehensive
INCENP,0.834,0.052148,1446.97,tumor,comprehensive
GCK,0.453,0.025165,1758.29,tumor,comprehensive
RAMP1,1.307,0.009777,141.31,tumor,comprehensive
APOE,1.543,0.000785,1582.37,tumor,comprehensive
MAP3K9,1.277,0.00134,1936.56,tumor,comprehensive
PLK3,1.195,0.007603,286.57,tumor,comprehensive
SORD,1.12,0.008811,3555.43,tumor,comprehensive
IP6K2,1.337,0.007507,4995.58,tumor,comprehensive
NOS2,1.353,0.009251,2141.02,tumor,comprehensive
VCAM1,0.391,0.010162,4938.68,tumor,comprehensive
FOSL1,1.347,0.008359,4402.69,tumor,comprehensive
SLC19A1,1.247,0.002667,4204.78,tumor,comprehensive
SLC4A1,1.486,0.009711,1032.58,tumor,comprehensive
CDC42BPA,1.356,0.004587,795.12,tumor,comprehensive
NNT,0.333,0.048809,692.58,tumor,comprehensive
PDE10A,1.274,0.004451,4207.05,tumor,comprehensive
TLR1,1.805,0.000836,4526.78,tumor,comprehensive
DHPS,1.165,0.003324,2155.23,tumor,comprehensive
GGH,0.999,0.04128,785.44,tumor,comprehensive
CXCR4,1.151,0.001035,2137.45,tumor,comprehensive
ALDH1L1,1.536,0.000525,1690.67,tumor,comprehensive
KHK,1.102,0.002599,3580.76,tumor,comprehensive
HFE,1.49,0.002835,476.89,tumor,comprehensive
SHMT2,0.99,0.080523,1182.9,tumor,comprehensive
RARRES1,1.783,0.000212,3967.1,tumor,comprehensive
CCNA2,0.807,0.07812,4146.79,tumor,comprehensive
PDE4A,1.377,0.007672,2266.57,tumor,comprehensive
TNFRSF1B,0.841,0.036716,4598.93,tumor,comprehensive
BCL2L1,0.904,0.088611,219.97,tumor,comprehensive
KCNH3,1.6,0.000847,1486.18,tumor,comprehensive
SLC23A2,1.766,0.000106,698.12,tumor,comprehensive
REEP5,1.718,0.000893,303.08,tumor,comprehensive
GADL1,1.254,0.008789,2897.59,tumor,comprehensive
HRH3,1.728,2e-05,4412.43,tumor,comprehensive
GSTA3,1.798,0.000814,458.73,tumor,comprehensive
MPL,0.465,0.034755,1284.22,tumor,comprehensive
ITGAV,1.112,0.00468,3501.24,tumor,comprehensive
SLC6A4,0.731,0.063251,146.77,tumor,comprehensive
ITGB5,0.441,0.011613,1130.64,tumor,comprehensive
GSTM3,1.181,0.005316,3618.93,tumor,comprehensive
SULT1A2,1.62,0.000497,1658.57,tumor,comprehensive
FCAR,1.528,0.000955,1892.73,tumor,comprehensive
IL16,0.958,0.085819,4044.25,tumor,comprehensive
XPO1,1.03,0.001564,1878.75,tumor,comprehensive
MAP2K4,1.034,0.006769,1582.68,tumor,comprehensive
MLNR,1.275,0.008937,2528.22,tumor,comprehensive
EPHB3,1.787,9.2e-05,1723.73,tumor,comprehensive
GRIK3,0.556,0.032924,4265.28,tumor,comprehensive
GNMT,1.285,0.008979,716.28,tumor,comprehensive
NLRP3,1.547,3.2e-05,482.03,tumor,comprehensive
BRD9,1.122,0.005272,2503.21,tumor,comprehensive
CELF4,0.677,0.045298,131.53,tumor,comprehensive
GPD1,0.83,0.012439,2485.97,tumor,comprehensive
FGF1,1.322,0.006276,1061.22,tumor,comprehensive
USP9X,1.661,0.000495,4118.0,tumor,comprehensive
MGST1,1.598,0.000855,2138.42,tumor,comprehensive
CRHR2,1.583,0.000221,1734.12,tumor,comprehensive
BMX,1.765,0.000264,2227.87,tumor,comprehensive
ADO,1.235,0.003336,2149.72,tumor,comprehensive
RAPGEF3,1.772,0.000252,530.79,tumor,comprehensive
OXCT2,1.135,0.009353,2457.54,tumor,comprehensive
SLC25A5,1.629,0.000986,3030.0,tumor,comprehensive
CA9,0.435,0.022894,699.25,tumor,comprehensive
CXCL2,0.602,0.030826,4558.54,tumor,comprehensive
MUC2,0.809,0.080986,2898.03,tumor,comprehensive
GJA10,1.354,0.00473,2937.81,tumor,comprehensive
CA5B,1.721,0.000983,4243.56,tumor,comprehensive
NDUFB5,0.308,0.059684,794.89,tumor,comprehensive
KCNH6,1.241,0.00391,4354.03,tumor,comprehensive
ANGPT1,0.347,0.027517,1441.04,tumor,comprehensive
RPL23,0.576,0.084999,4936.66,tumor,comprehensive
CHRNA2,1.52,6.9e-05,4427.39,tumor,comprehensive
RAB7A,1.014,0.006505,4578.68,tumor,comprehensive
FGF2,1.516,0.000965,686.37,tumor,comprehensive
GIPR,1.77,0.000599,3072.43,tumor,comprehensive
FMO5,1.356,0.009273,1521.63,tumor,comprehensive
SULT1A4,1.737,0.000711,4455.32,tumor,comprehensive
IL6,1.457,0.009082,1575.36,tumor,comprehensive
MMP24,1.429,0.002584,1205.29,tumor,comprehensive
CACNA1C,0.63,0.063123,1567.83,tumor,comprehensive
PRKCQ,1.302,0.006377,1887.47,tumor,comprehensive
MMP25,1.433,0.006396,873.05,tumor,comprehensive
HCRT,1.687,0.000695,1777.23,tumor,comprehensive
PRRC2A,0.413,0.047516,3395.82,tumor,comprehensive
UGT1A1,1.126,0.007165,4755.31,tumor,comprehensive
EPHA8,1.034,0.004372,1968.57,tumor,comprehensive
ALPL,1.281,0.003496,4133.36,tumor,comprehensive
SCNN1A,1.492,0.007387,4305.6,tumor,comprehensive
HES6,1.581,0.000602,2126.94,tumor,comprehensive
CYP4B1,1.492,0.009437,3285.44,tumor,comprehensive
MTOR,0.814,0.084529,4439.5,tumor,comprehensive
PIK3R1,0.493,0.082776,2174.16,tumor,comprehensive
LPAR1,0.791,0.077499,3127.04,tumor,comprehensive
VEGFC,1.502,0.000104,4075.74,tumor,comprehensive
IMPA1,1.696,0.000177,1406.43,tumor,comprehensive
GPX1,0.736,0.054076,481.04,tumor,comprehensive
TNFSF11,1.44,0.003295,2290.55,tumor,comprehensive
PTGER4,1.669,0.000663,326.1,tumor,comprehensive
KCNN1,0.496,0.046012,646.12,tumor,comprehensive
GRIA1,1.124,0.001577,4283.74,tumor,comprehensive
GRIK5,1.701,0.000416,934.24,tumor,comprehensive
NDUFV3,1.134,0.00741,2074.6,tumor,comprehensive
FDPS,1.529,0.000996,4862.29,tumor,comprehensive
BDKRB2,1.025,0.007654,2585.31,tumor,comprehensive
GJA8,1.195,0.00154,3777.85,tumor,comprehensive
GNB3,1.469,0.007595,115.08,tumor,comprehensive
DNMT1,1.801,0.000515,1585.59,tumor,comprehensive
NCF4,0.555,0.057631,4131.1,tumor,comprehensive
FFAR1,1.806,0.000717,4187.1,tumor,comprehensive
SOAT2,1.345,0.004687,3640.07,tumor,comprehensive
CLEC16A,1.44,0.009684,1840.46,tumor,comprehensive
NDUFA11,0.651,0.037088,978.87,tumor,comprehensive
GNG2,0.462,0.074481,1896.4,tumor,comprehensive
GP1BB,0.802,0.051136,1431.85,tumor,comprehensive
KCNJ3,1.566,0.000518,226.57,tumor,comprehensive
OAT,1.806,0.000539,988.71,tumor,comprehensive
SERPINA3,1.054,0.0032,1043.32,tumor,comprehensive
REPS1,0.381,0.083264,1319.19,tumor,comprehensive
ADIPOR1,0.44,0.075602,4808.06,tumor,comprehensive
GSTA2,0.637,0.065128,3228.41,tumor,comprehensive
GABRD,0.85,0.032053,1094.72,tumor,comprehensive
CA13,0.715,0.055191,538.58,tumor,comprehensive
AGXT2,0.751,0.092243,849.12,tumor,comprehensive
ALDH1A3,1.187,0.005351,3252.17,tumor,comprehensive
PAPPA2,0.533,0.03547,445.52,tumor,comprehensive
FNTA,1.614,0.000983,4333.62,tumor,comprehensive
GPR182,1.626,0.000927,2682.11,tumor,comprehensive
LRRK2,1.685,0.000336,4550.21,tumor,comprehensive
VWF,1.766,0.000625,2394.83,tumor,comprehensive
POLD1,0.967,0.096608,3406.17,tumor,comprehensive
ARHGEF28,1.213,0.009647,2485.78,tumor,comprehensive
KCNJ12,0.991,0.07421,1997.03,tumor,comprehensive
PKM,1.265,0.001972,1388.16,tumor,comprehensive
TF,0.761,0.083908,2395.54,tumor,comprehensive
SDS,1.785,0.000874,3172.28,tumor,comprehensive
CTDSP1,0.949,0.09311,2858.69,tumor,comprehensive
ADCY2,0.344,0.087894,3415.25,tumor,comprehensive
HAS3,0.943,0.010066,1805.86,tumor,comprehensive
CA5A,1.073,0.002814,1582.08,tumor,comprehensive
ETS1,1.11,0.007282,3505.14,tumor,comprehensive
PTPRS,1.329,0.002502,4320.88,tumor,comprehensive
CASR,1.395,0.001781,968.27,tumor,comprehensive
MACROD2,0.493,0.08001,1105.09,tumor,comprehensive
CDK2,1.662,0.000202,2188.61,tumor,comprehensive
HTR4,0.899,0.034104,417.07,tumor,comprehensive
POLE4,0.692,0.024919,2485.23,tumor,comprehensive
ADAM17,1.762,0.000531,4214.7,tumor,comprehensive
NBAS,1.322,0.004086,1269.8,tumor,comprehensive
MEF2D,1.416,0.007326,259.86,tumor,comprehensive
SLC1A1,1.387,0.007756,4697.35,tumor,comprehensive
TH,0.91,0.035379,3325.46,tumor,comprehensive
PDE4B,0.353,0.08965,1417.57,tumor,comprehensive
GALE,0.726,0.020915,180.96,tumor,comprehensive
THSD7B,1.754,0.000513,2010.26,tumor,comprehensive
TRPV4,1.136,0.005354,4517.85,tumor,comprehensive
CFTR,0.405,0.081709,1236.41,tumor,comprehensive
KLRC4,1.28,0.004399,184.34,tumor,comprehensive
PRKX,1.383,0.008237,4622.77,tumor,comprehensive
PAK2,1.34,0.004806,3923.39,tumor,comprehensive
CD58,0.899,0.064355,1873.52,tumor,comprehensive
GBP6,0.86,0.036247,1898.88,tumor,comprehensive
CLCA1,0.671,0.091918,1367.52,tumor,comprehensive
MAPK13,1.547,0.000319,409.71,tumor,comprehensive
DGAT2,1.37,0.009691,1791.71,tumor,comprehensive
KCNC3,1.05,0.001419,994.59,tumor,comprehensive
BIRC3,1.71,0.000946,3492.67,tumor,comprehensive
ZBTB22,1.165,0.00522,4902.45,tumor,comprehensive
RGS5,1.249,0.007327,3506.34,tumor,comprehensive
MT-CO2,1.381,0.005574,807.98,tumor,comprehensive
REV3L,1.56,0.000424,1803.15,tumor,comprehensive
ARFGEF3,1.453,0.004015,1845.39,tumor,comprehensive
FNTB,0.668,0.076909,2108.87,tumor,comprehensive
TRPV2,0.95,0.017682,3468.24,tumor,comprehensive
GLRA2,1.587,0.000781,4335.31,tumor,comprehensive
F9,1.63,0.000516,4485.33,tumor,comprehensive
C1QTNF7,0.54,0.080516,3845.43,tumor,comprehensive
PPIH,0.661,0.031496,2094.91,tumor,comprehensive
POLA1,1.445,0.001065,3038.94,tumor,comprehensive
CHRND,1.675,0.000503,936.23,tumor,comprehensive
FRAS1,1.127,0.003885,946.86,tumor,comprehensive
CDC25C,1.395,0.008377,4741.84,tumor,comprehensive
LTC4S,1.654,0.000205,813.5,tumor,comprehensive
MTNR1B,1.554,0.000203,3358.79,tumor,comprehensive
SLC13A3,1.32,0.003852,4817.86,tumor,comprehensive
L3MBTL1,0.316,0.084803,4965.67,tumor,comprehensive
PIM1,1.583,0.000581,4747.53,tumor,comprehensive
PARP2,1.618,0.000121,3966.56,tumor,comprehensive
CRY2,1.341,0.007673,2964.0,tumor,comprehensive
CANT1,0.415,0.071241,647.53,tumor,comprehensive
CYP2W1,1.712,9.9e-05,482.57,tumor,comprehensive
STK4,0.934,0.060909,1268.45,tumor,comprehensive
CTLA4,0.958,0.03173,1479.79,tumor,comprehensive
CA4,1.36,0.008599,2812.5,tumor,comprehensive
CSMD1,1.582,0.000951,3506.29,tumor,comprehensive
BIRC5,0.602,0.064667,403.04,tumor,comprehensive
NUCB2,1.492,0.006424,4257.79,tumor,comprehensive
GCSH,0.276,0.086799,3537.27,tumor,comprehensive
SLC4A8,1.685,0.00067,4762.97,tumor,comprehensive
GP6,0.648,0.04953,3706.25,tumor,comprehensive
MAFA,1.107,0.007568,2082.47,tumor,comprehensive
HCP5,1.613,0.000948,2375.78,tumor,comprehensive
CDK6,0.996,0.097688,4094.69,tumor,comprehensive
MPZ,1.302,0.005808,2443.57,tumor,comprehensive
UTRN,1.668,0.000178,4287.11,tumor,comprehensive
MIEF2,1.258,0.006129,1621.2,tumor,comprehensive
PHF8,1.516,0.000345,1365.56,tumor,comprehensive
MOBP,1.649,0.000279,2847.34,tumor,comprehensive
PAX4,0.828,0.06186,4567.75,tumor,comprehensive
PLA2G2A,1.439,0.008196,798.65,tumor,comprehensive
ARID5B,1.355,0.003185,1484.75,tumor,comprehensive
XYLT2,1.714,0.000547,3120.79,tumor,comprehensive
IL10RB,1.006,0.006148,3516.73,tumor,comprehensive
IGLC1,0.347,0.017618,681.44,tumor,comprehensive
STAT1,1.723,0.000363,729.58,tumor,comprehensive
ARAF,1.707,0.000356,382.11,tumor,comprehensive
TAOK3,1.347,0.001614,4901.88,tumor,comprehensive
EWSR1,1.556,0.000446,4500.4,tumor,comprehensive
SCN7A,0.906,0.094644,2638.1,tumor,comprehensive
PDE1B,1.376,0.002211,1020.77,tumor,comprehensive
MMP12,1.079,0.008173,4708.54,tumor,comprehensive
MMP27,0.379,0.039771,2739.42,tumor,comprehensive
AMD1,1.578,0.000585,1550.42,tumor,comprehensive
PLCZ1,0.681,0.083578,1682.82,tumor,comprehensive
ADH1A,1.158,0.006354,4231.54,tumor,comprehensive
COL4A2,0.591,0.062888,4064.44,tumor,comprehensive
PRKCI,1.576,0.000321,355.77,tumor,comprehensive
TRPM8,1.779,0.000427,1643.45,tumor,comprehensive
ADAR,1.017,0.00915,3481.98,tumor,comprehensive
GIMAP6,1.358,0.006026,565.78,tumor,comprehensive
PIPOX,1.377,0.006884,409.43,tumor,comprehensive
ASPA,0.327,0.06551,4813.72,tumor,comprehensive
HTR1E,1.782,8.4e-05,216.88,tumor,comprehensive
PEBP4,0.877,0.044168,4307.66,tumor,comprehensive
STAT3,0.41,0.070281,4393.62,tumor,comprehensive
RAB1A,0.468,0.085224,4603.83,tumor,comprehensive
ABCB5,0.743,0.068569,1490.83,tumor,comprehensive
CACNA1H,1.715,0.000595,3638.3,tumor,comprehensive
HDAC2,0.367,0.03188,4857.89,tumor,comprehensive
PON3,1.498,0.008061,1574.43,tumor,comprehensive
EGLN2,0.615,0.079702,4461.02,tumor,comprehensive
HSPG2,1.229,0.00754,3406.21,tumor,comprehensive
CLCN2,0.445,0.048007,4080.71,tumor,comprehensive
SMURF2,0.477,0.038945,1416.41,tumor,comprehensive
KDM4C,0.301,0.056257,1807.33,tumor,comprehensive
KCNJ6,0.352,0.083223,4907.7,tumor,comprehensive
STX16,1.207,0.006709,4665.38,tumor,comprehensive
CCR3,1.704,0.000422,3671.41,tumor,comprehensive
WBP2NL,1.424,0.006389,2967.29,tumor,comprehensive
LCK,1.608,0.00073,2452.35,tumor,comprehensive
KDM3A,1.126,0.003485,4081.57,tumor,comprehensive
MT-ND4,0.786,0.018818,2929.64,tumor,comprehensive
VDR,1.796,0.000603,1815.15,tumor,comprehensive
CACNA1G,1.488,0.007005,3978.28,tumor,comprehensive
GAS6,1.666,1.6e-05,414.13,tumor,comprehensive
PICK1,1.599,0.000272,3760.15,tumor,comprehensive
LYPLA1,1.668,0.000924,2585.07,tumor,comprehensive
AS3MT,1.376,0.00114,2203.35,tumor,comprehensive
ITGB3,1.282,0.002258,4650.51,tumor,comprehensive
LCMT1,1.677,7.6e-05,1906.74,tumor,comprehensive
CALR,1.637,0.000483,3317.08,tumor,comprehensive
PPP2CA,1.058,0.002185,498.6,tumor,comprehensive
PNPLA3,0.861,0.033071,4388.01,tumor,comprehensive
EBP,0.545,0.024721,1205.22,tumor,comprehensive
CAPZA1,1.655,0.000344,4746.76,tumor,comprehensive
MOCOS,1.501,0.000386,3999.78,tumor,comprehensive
TLR7,1.062,0.009848,4499.95,tumor,comprehensive
CLCNKB,1.663,0.000171,3353.67,tumor,comprehensive
